FID,rwe_id,rwe_type,rwe_closure_type,rwe_status,rwe_start_dt,rwe_end_dt,rwe_publish_text,subject_pref_rdname,start_pref_rdname,end_pref_rdname,lrs_start_locality,lrs_end_locality,lrs_rmaclass,lrs_srns,lrs_lga,lrs_ses_region,lrs_melway,lrs_vcsd,geom,works_type,traffic_delay,speed_limit,lanes_affected,days_applicable,dt_modified,dt_created,rwe_point,timestamp,processed_time
rwe_point.174547,174547,Sporting/social event, road closed,Pending,2018-03-01T13:00:00,2018-12-30T13:00:00,"Road closures in place before and after events at the sporting precinct which includes AAMI Park, Rod Laver Arena, Eastern Car Park and Hisense Arena. Traffic delay between 6 to 10 minutes. ",OLYMPIC BOULEVARD ,OLYMPIC BOULEVARD ,PUNT,MELBOURNE,CARLTON,AO,,"YARRA, MELBOURNE",MELBOURNE METROPOLITAN (CENTRAL),2G B8,437 B9,line,daily works,Greater than 10 min,40,1,1;2;3;4;5;7;6,2018-06-16T13:29:28,2018-03-01T02:50:20,POINT (144.983693823977 -37.8239316156249),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.176760,176760,Road construction, lanes closed eastbound,Pending,2018-06-28T12:00:00,2018-10-27T17:00:00,other daily works from 10:00 PM to 04:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WEST GATE FREEWAY ,WEST GATE OUT-WESTERN RING OUT RAMP ,WILLIAMSTOWN-WEST GATE IN RAMP ON,LAVERTON NORTH,SPOTSWOOD,FW,M1,"WYNDHAM, HOBSONS BAY, MARIBYRNONG",MELBOURNE METROPOLITAN (CENTRAL),40 E12,78 F7,line,daily works,0 to 5 min,40,0,1;7,2018-07-01T15:58:00,2018-04-12T07:36:43,POINT (144.851601414789 -37.8246443233663),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180604,180604,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH FREEWAY ,WARRIGAL ROAD ,TOORAK ROAD ,CHADSTONE,KOOYONG,FW,M1,"STONNINGTON, MONASH",MELBOURNE METROPOLITAN (CENTRAL),69 F3,79 C8,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-16T14:52:54,2018-06-26T22:43:47,POINT (145.062263298027 -37.8675401759596),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181969,181969,Road maintenance,1 lane closed outbound,Pending,2018-04-14T23:30:00,2019-04-15T05:30:00,Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH FREEWAY ,ATKINSON STREET ,CITYLINK  ,CHADSTONE,HAWTHORN,FW,M1,"BOROONDARA, STONNINGTON, MONASH",MELBOURNE METROPOLITAN (CENTRAL),69 G3,79 C8,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-07-23T23:55:24,2018-07-23T23:36:00,POINT (145.060888913451 -37.8651143865858),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.177893,177893,Sporting/social event, road closed,Pending,2018-05-05T14:00:00,2018-12-30T13:00:00,Melbourne and Olympic Park Events. Event speed limit 40 km/h. Traffic delay greater than 10 min. ,OLYMPIC BOULEVARD ,OLYMPIC BOULEVARD ,PUNT,MELBOURNE,CARLTON,AO,,"YARRA, MELBOURNE",MELBOURNE METROPOLITAN (CENTRAL),2G B8,437 B9,line,daily works,Greater than 10 min,40,0,1;2;3;4;5;6;7,2018-08-23T13:35:26,2018-05-06T07:02:47,POINT (144.983675361307 -37.8239293578027),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.175624,175624,Road construction, lanes closed southbound,Pending,2018-03-21T22:30:00,2019-02-17T04:30:00,Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit nil. Traffic delay nil. ,PRINCES FREEWAY ,SNEYDES ROAD ,PRINCES OUT-PRINCES RAMP OF,WERRIBEE SOUTH,POINT COOK,FW,M1,WYNDHAM,MELBOURNE METROPOLITAN (CENTRAL),206 J8,78 D8,line,daily works,Nil,0,0,1;2;3;4;5;7;6,2018-03-21T07:22:31,2018-03-21T07:16:02,POINT (144.710075472144 -37.8888250562877),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.175623,175623,Road maintenance,1 lane closed both directions,Pending,2018-03-19T19:00:00,2018-09-30T09:00:00,Full week including weekends - Sunday to Saturday daily works from 06:00 AM to 07:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,CALDER FREEWAY ,CALDER OUT-GAP RAMP OF,AVENUE OF HONOUR  ,DIGGERS REST,WOODEND NORTH,FW,M79,"MELTON, MACEDON RANGES, HUME","LODDON MALLEE (NORTH WEST), MELBOURNE METROPOLITAN (CENTRAL)",381 E6,425 G8,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-07-30T06:12:18,2018-03-21T07:20:09,POINT (144.578520542275 -37.4584412789171),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.176762,176762,Road construction, lanes closed eastbound,Pending,2018-06-30T09:00:00,2018-10-27T17:00:00,"Daily works from 07:00 PM to 04:00 AM. Starting with a single lane closure, followed by a double and then triple lane closure later in the night.   Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ",WEST GATE FREEWAY ,WEST GATE OUT-WESTERN RING OUT RAMP ,WILLIAMSTOWN-WEST GATE IN RAMP ON,LAVERTON NORTH,SPOTSWOOD,FW,M1,"WYNDHAM, HOBSONS BAY, MARIBYRNONG",MELBOURNE METROPOLITAN (CENTRAL),40 E12,78 F7,line,daily works,0 to 5 min,40,0,1;2;3;4;5,2018-07-25T17:47:37,2018-04-12T08:16:33,POINT (144.850991236437 -37.824657898765),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.174431,174431,Road construction, road closed,Active,2018-03-04T20:00:00,2019-04-17T21:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit nil. Traffic delay nil. ,HOWELL ROAD ,YAN YEAN ROAD ,YAN YEAN ROAD ,PLENTY,PLENTY,MU,,NILLUMBIK,MELBOURNE METROPOLITAN (CENTRAL),11 D5,79 C4,line,continuous works,Nil,0,2,1;2;3;4;5;7;6,2018-05-25T05:07:12,2018-02-28T00:09:34,POINT (145.124055385248 -37.6699233034822),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180601,180601,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WEST GATE FREEWAY ,PRINCES FREEWAY ,MELBOURNE ROAD ,ALTONA NORTH,SPOTSWOOD,FW,M1,HOBSONS BAY,MELBOURNE METROPOLITAN (CENTRAL),40 D12,78 F7,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-13T18:35:39,2018-06-26T21:59:05,POINT (144.847705414469 -37.8249659247399),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.175779,175779,Road maintenance,2 lanes closed eastbound,Pending,2018-03-24T09:00:00,2019-03-23T18:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,BURNLEY TUNNEL ,PUNT ROAD ,ST KILDA ROAD ,CREMORNE,MELBOURNE,FW,M1,"YARRA, MELBOURNE",MELBOURNE METROPOLITAN (CENTRAL),2G F10,78 H7,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-07-29T16:15:30,2018-03-23T07:05:24,POINT (144.979784755893 -37.823913626086),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180602,180602,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN RING ROAD ,SUNSHINE AVENUE ,WESTERN RING IN-TULLAMARINE OUT RAMP ,KEALBA,TULLAMARINE,FW,M80,"MORELAND, BRIMBANK, HUME",MELBOURNE METROPOLITAN (CENTRAL),26 H3,78 F6,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-22T16:41:24,2018-06-26T22:17:31,POINT (144.859860047582 -37.7275463054852),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178842,178842,Road construction,1 lane closed southbound,Pending,2018-05-27T21:00:00,2018-10-31T06:30:00,Monday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,MAFFRA-ROSEDALE ROAD ,SALE-TOONGABBIE ROAD ,PRINCES HIGHWAY ,NAMBROK,KILMANY,AO,C487,WELLINGTON,GIPPSLAND (EAST),,98 F3,line,continuous works,6 to 10 min,40,1,1;2;3;4;5;6,2018-06-29T05:07:37,2018-05-24T01:35:07,POINT (146.862124277199 -38.1105037707071),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173104,173104,Road construction, road closed,Pending,2018-08-17T12:30:00,2018-08-25T18:30:00,Full week including weekends - Sunday to Saturday daily works from 10:30 PM to 04:30 AM. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,TULLAMARINE FREEWAY ,MERCER DRIVE ,DEPARTURE-CENTRE-TULLAMARINE OUT RAMP ON,MELBOURNE AIRPORT,MELBOURNE AIRPORT,FW,M2,HUME,MELBOURNE METROPOLITAN (CENTRAL),5 G8,426 G13,line,daily works,6 to 10 min,40,0,1;2;3;4;5;7;6,2018-08-23T05:07:37,2018-02-01T23:35:00,POINT (144.860845676844 -37.6761695099698),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173103,173103,Road construction,1 lane closed eastbound,Pending,2018-02-12T13:00:00,2018-09-22T14:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 80 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,BESSIE CREEK ROAD ,BESSIE CREEK ROAD ,NAR NAR GOON NORTH,NAR NAR GOON NORTH,FW,M1,CARDINIA,MELBOURNE METROPOLITAN (CENTRAL),319 E6,96 B3,line,continuous works,0 to 5 min,80,1,1;2;3;4;5;7;6,2018-06-07T21:04:01,2018-02-01T23:36:46,POINT (145.57569501973 -38.0695107878059),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173840,173840,Road construction, road closed,Active,2018-08-23T12:00:00,2018-08-23T19:00:00,other daily works from 10:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,TULLAMARINE FREEWAY ,TULLAMARINE IN-WESTERN RING OUT RAMP ,BULLA ROAD ,GLADSTONE PARK,ESSENDON NORTH,FW,M2,"MORELAND, MOONEE VALLEY, HUME",MELBOURNE METROPOLITAN (CENTRAL),6 A12,78 G5,line,daily works,Greater than 10 min,40,0,4,2018-08-23T12:01:07,2018-02-16T03:58:27,POINT (144.892258786638 -37.7190928747894),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173848,173848,Road construction, entry/exit ramp closed,Pending,2018-08-23T10:00:00,2018-08-23T19:00:00,other daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 60 km/h. Traffic delay 6 to 10 min. ,WESTERN RING IN-TULLAMARINE IN RAMP ,WESTERN RING IN-TULLAMARINE OUT RAMP ,WESTERN RING IN-TULLAMARINE OUT RAMP ,GOWANBRAE,GOWANBRAE,FW,M80,MORELAND,MELBOURNE METROPOLITAN (CENTRAL),16 B1,78 G5,line,daily works,6 to 10 min,60,0,4,2018-08-21T02:14:46,2018-02-16T04:21:46,POINT (144.891407960792 -37.7050076417831),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179639,179639,Road construction,1 lane closed both directions,Active,2018-06-07T20:00:00,2018-08-28T07:00:00,Full week including weekends - Sunday to Saturday daily works from 06:00 AM to 05:00 PM. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,PAYNESVILLE ROAD ,LAKE VICTORIA ROAD ,LAKE VICTORIA ROAD ,EAGLE POINT,EAGLE POINT,AO,C604,EAST GIPPSLAND,GIPPSLAND (EAST),,84 C8,line,daily works,6 to 10 min,40,1,1;2;3;4;5;7;6,2018-08-10T01:08:06,2018-06-08T02:29:44,POINT (147.66757080946 -37.9001282197817),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179647,179647,Road construction,1 lane closed both directions,Active,2018-06-07T20:00:00,2018-08-28T07:00:00,Full week including weekends - Sunday to Saturday daily works from 06:00 AM to 05:00 PM. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,PAYNESVILLE ROAD ,WATERVIEW,COAST,PAYNESVILLE,EAGLE POINT,AO,C604,EAST GIPPSLAND,GIPPSLAND (EAST),,84 D8,line,daily works,6 to 10 min,40,1,1;2;3;4;5;7;6,2018-08-10T01:08:15,2018-06-08T03:42:07,POINT (147.699425543 -37.9045060564008),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173852,173852,Road construction, entry/exit ramp closed,Active,2018-07-06T10:00:00,2018-08-30T19:00:00,other daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,ENGLISH-TULLAMARINE IN RAMP ON,TULLAMARINE IN-ENGLISH RAMP OF,TULLAMARINE IN-ENGLISH RAMP OF,AIRPORT WEST,AIRPORT WEST,FW,M2,MOONEE VALLEY,MELBOURNE METROPOLITAN (CENTRAL),16 A8,78 G5,line,daily works,0 to 5 min,40,1,1;2;3;4;5;6;7,2018-08-23T10:20:08,2018-02-16T04:34:02,POINT (144.89131302494 -37.7267856344161),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.174748,174748,Road construction, road closed,Pending,2018-07-20T12:30:00,2018-08-30T19:00:00,Full week including weekends - Sunday to Saturday daily works from 10:30 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MELBOURNE DRIVE ,MELBOURNE DRIVE ALT,TULLAMARINE FREEWAY ,MELBOURNE AIRPORT,MELBOURNE AIRPORT,FW,M2,HUME,MELBOURNE METROPOLITAN (CENTRAL),5 C5,426 G13,line,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-17T00:52:04,2018-03-05T22:15:05,POINT (144.857161994823 -37.6733983547266),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178484,178484,Road construction,1 lane closed outbound,Pending,2018-07-03T10:00:00,2018-09-29T19:30:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,SUNBURY ROAD ,SUNBURY ROAD ,TULLAMARINE IN-CENTRE RAMP ,MELBOURNE AIRPORT,MELBOURNE AIRPORT,FW,"M2, C743",HUME,MELBOURNE METROPOLITAN (CENTRAL),177 K11,426 F12,line,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-07-02T03:43:17,2018-05-17T05:25:53,POINT (144.849123469302 -37.6589303844761),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182341,182341,Road construction,1 lane closed both directions,Pending,2018-08-01T21:00:00,2018-11-30T06:00:00,Weekdays only - Monday to Friday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN FREEWAY ,BACCHUS MARSH ROAD ,GISBORNE ROAD ,BACCHUS MARSH,BACCHUS MARSH,FW,M8,MOORABOOL,GRAMPIANS (MID WEST),333 D4,424 E13,line,continuous works,0 to 5 min,40,1,1;2;3;4;5,2018-08-23T03:47:08,2018-08-01T01:13:03,POINT (144.427588645667 -37.6636221465632),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182400,182400,Road maintenance, road closed,Pending,2018-08-17T21:00:00,2018-08-26T07:00:00,Asphalting works on Queensberry St. Both directions are closed beween Peel St and Elizabeth St from 7AM to 5PM on 25th and 26th of August. Traffic is advised to use Victoria St.,QUEENSBERRY STREET ,PEEL STREET ,ELIZABETH STREET ,NORTH MELBOURNE,MELBOURNE,MU,,MELBOURNE,MELBOURNE METROPOLITAN (CENTRAL),43 F5,437 A8,line,daily works,6 to 10 min,40,1,7;6,2018-08-21T08:19:16,2018-08-01T09:27:51,POINT (144.957374946869 -37.8039161374622),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179217,179217,Road construction,3 lanes closed outbound,Pending,2018-06-03T09:00:00,2018-08-30T20:30:00,Full week including weekends - Sunday to Saturday daily works from 07:00 PM to 06:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH FREEWAY ,WARRIGAL ROAD ,JACKSONS ROAD ,CHADSTONE,MULGRAVE,FW,M1,"STONNINGTON, MONASH",MELBOURNE METROPOLITAN (CENTRAL),69 F3,79 C8,line,daily works,0 to 5 min,40,3,1;2;3;4;5;7;6,2018-07-31T07:54:50,2018-05-31T23:03:33,POINT (145.146676241587 -37.8958138912307),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182367,182367,Road maintenance,1 lane closed inbound,Pending,2018-07-31T23:30:00,2018-09-28T05:30:00,Weekdays only - Monday to Friday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,OFFICER SOUTH ROAD ,BEACONSFIELD-NAR NAR GOON,OFFICER,BERWICK,FW,M1,CARDINIA,MELBOURNE METROPOLITAN (CENTRAL),214 J8,95 H3,line,daily works,0 to 5 min,40,1,1;2;3;4;5,2018-08-01T05:46:55,2018-08-01T05:43:03,POINT (145.398412971161 -38.0738136254821),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179219,179219,Road construction,3 lanes closed inbound,Pending,2018-06-03T08:30:00,2018-08-30T19:00:00,Full week including weekends - Sunday to Saturday daily works from 06:30 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH FREEWAY ,JACKSONS ROAD ,WARRIGAL ROAD ,MULGRAVE,CHADSTONE,FW,M1,MONASH,MELBOURNE METROPOLITAN (CENTRAL),80 K5,448 D3,line,daily works,0 to 5 min,40,3,1;2;3;4;5;7;6,2018-07-31T07:55:05,2018-05-31T23:06:19,POINT (145.148623992076 -37.897896327763),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179221,179221,Road construction,4 lanes closed inbound,Pending,2018-06-03T10:00:00,2018-08-30T18:30:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 04:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH FREEWAY ,MONASH OUT-SOUTH GIPPSLAND OUT RAMP OF,GLADSTONE ROAD ,ENDEAVOUR HILLS,DANDENONG NORTH,FW,M1,"CASEY, DANDENONG",MELBOURNE METROPOLITAN (CENTRAL),91 B7,448 F6,line,daily works,0 to 5 min,40,4,1;2;3;4;5;7;6,2018-08-16T16:11:56,2018-05-31T23:13:45,POINT (145.231538417653 -37.9644089760166),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179220,179220,Road construction, lanes closed outbound,Pending,2018-06-03T10:00:00,2018-08-30T19:30:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH FREEWAY ,GLADSTONE ROAD ,MONASH OUT-SOUTH GIPPSLAND OUT RAMP OF,DANDENONG NORTH,ENDEAVOUR HILLS,FW,M1,"CASEY, DANDENONG",MELBOURNE METROPOLITAN (CENTRAL),81 C9,448 E4,line,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-08T16:02:29,2018-05-31T23:11:00,POINT (145.23252951189 -37.9647385645078),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180703,180703,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH OUT-SOUTH GIPPSLAND OUT RAMP OF,MONASH FREEWAY ,SOUTH GIPPSLAND FREEWAY ,ENDEAVOUR HILLS,LYNBROOK,FW,M420,"CASEY, DANDENONG",MELBOURNE METROPOLITAN (CENTRAL),91 B7,448 F6,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-07-11T12:56:30,2018-06-28T01:27:53,POINT (145.250589822731 -38.0110564414109),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180603,180603,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,METROPOLITAN RING ROAD ,WESTERN RING ROAD ,GREENSBOROUGH BYPASS ,FAWKNER,GREENSBOROUGH,FW,M80,"MORELAND, WHITTLESEA, BANYULE, NILLUMBIK, HUME",MELBOURNE METROPOLITAN (CENTRAL),7 G11,78 H5,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-23T13:53:16,2018-06-26T22:28:22,POINT (145.026702104726 -37.6866682092383),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.177880,177880,Road construction,3 lanes closed inbound,Pending,2018-07-04T08:30:00,2018-10-30T19:30:00,Full week including weekends - Sunday to Saturday daily works from 06:30 PM to 06:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,TULLAMARINE FREEWAY ,TULLAMARINE IN-CENTRE RAMP ,MELROSE-TULLAMARINE IN RAMP ON,MELBOURNE AIRPORT,AIRPORT WEST,FW,M2,"MORELAND, MOONEE VALLEY, HUME",MELBOURNE METROPOLITAN (CENTRAL),5 C4,426 G13,line,daily works,0 to 5 min,40,3,1;2;3;4;5;7;6,2018-08-22T19:02:02,2018-05-04T06:25:50,POINT (144.879764196857 -37.6880354562246),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178669,178669,Road construction, road closed,Active,2018-05-24T21:00:00,2019-04-17T21:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 60 km/h. Traffic delay nil. ,SUTHERLAND ROAD ,YAN YEAN ROAD ,LARCH CRESCENT ,PLENTY,DIAMOND CREEK,MU,,NILLUMBIK,MELBOURNE METROPOLITAN (CENTRAL),11 E5,427 J13,line,continuous works,Nil,60,0,1;2;3;4;5;7;6,2018-05-25T05:07:35,2018-05-22T01:01:03,POINT (145.13075144203 -37.6727797062096),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180751,180751,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH OUT-SOUTH GIPPSLAND OUT RAMP OF,MONASH FREEWAY ,SOUTH GIPPSLAND FREEWAY ,ENDEAVOUR HILLS,LYNBROOK,FW,M420,"CASEY, DANDENONG",MELBOURNE METROPOLITAN (CENTRAL),91 B7,448 F6,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-22T02:08:42,2018-06-28T13:57:55,POINT (145.250525932049 -38.0113531593026),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180752,180752,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH FREEWAY ,EASTLINK  ,PRINCES FREEWAY ,DANDENONG NORTH,BERWICK,FW,M1,"CASEY, DANDENONG",MELBOURNE METROPOLITAN (CENTRAL),81 B8,448 D4,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-19T13:08:44,2018-06-28T14:15:21,POINT (145.26252476393 -37.9941855838641),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178150,178150,Road construction, road closed,Pending,2018-07-13T10:00:00,2018-08-30T19:00:00,other daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,TULLAMARINE IN-WESTERN RING OUT RAMP ,CARRICK DRIVE ,CARRICK DRIVE ,GLADSTONE PARK,GLADSTONE PARK,FW,M2,HUME,MELBOURNE METROPOLITAN (CENTRAL),6 A12,78 G5,line,daily works,0 to 5 min,40,0,1;2;3;4;5;6;7,2018-08-23T03:14:12,2018-05-11T02:06:53,POINT (144.887931424976 -37.6982636333388),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180606,180606,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN RING ROAD ,TULLAMARINE FREEWAY ,WESTERN RING ROAD ,TULLAMARINE,FAWKNER,FW,M80,"MORELAND, HUME",MELBOURNE METROPOLITAN (CENTRAL),16 A2,78 G5,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-23T13:53:23,2018-06-26T22:54:53,POINT (144.922163250006 -37.6943559082428),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180753,180753,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN FREEWAY ,WESTERN RING ROAD ,CHRISTIES ROAD ,DERRIMUT,RAVENHALL,FW,M8,"BRIMBANK, MELTON",MELBOURNE METROPOLITAN (CENTRAL),39 K4,436 D8,line,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-06-29T05:13:13,2018-06-28T14:32:28,POINT (144.75667931015 -37.7971858139436),2018-08-23T15:13:28,2018-08-23T15:15:30.772
